location	word	transcription
Lokeren BeOv	bedden	bædəs
Lokeren BeOv	benen	biənən
Lokeren BeOv	beenderen	biən
Lokeren BeOv	beren (wild)	beərn
Lokeren BeOv	beurzen	bozən
Lokeren BeOv	bezems	bæsøms
Lokeren BeOv	bier	bir
Lokeren BeOv	bijen	bin
Lokeren BeOv	bladen	bloərn
Lokeren BeOv	bladeren	bloərn
Lokeren BeOv	bokken	bokən
Lokeren BeOv	bomen	byəmən
Lokeren BeOv	bonen	byənən
Lokeren BeOv	boter	botərə
Lokeren BeOv	broeken	brʉkən
Lokeren BeOv	broers	bryrs
Lokeren BeOv	broden	bryən
Lokeren BeOv	dagen	dɔɣən
Lokeren BeOv	daken	dɔkən
Lokeren BeOv	damp	
Lokeren BeOv	darmen	deərməs
Lokeren BeOv	deeg	diəx
Lokeren BeOv	deuren	dørən
Lokeren BeOv	dingen	deŋən
Lokeren BeOv	dieven	divən
Lokeren BeOv	dochters	doxtərs
Lokeren BeOv	doeken	dʉkən
Lokeren BeOv	donder	dondərə
Lokeren BeOv	dorst	dœst
Lokeren BeOv	draden	drɔən
Lokeren BeOv	duiven	dœvən
Lokeren BeOv	dweilen	dwɛlən
Lokeren BeOv	eeuwen	iəwən
Lokeren BeOv	eieren	erən
Lokeren BeOv	einde	ændə
Lokeren BeOv	engelen	eŋəls
Lokeren BeOv	ezels	ezəls
Lokeren BeOv	flessen	flæsən
Lokeren BeOv	fruit	frœt
Lokeren BeOv	gal	ɣɑlə
Lokeren BeOv	ganzen	ɣɑnzən
Lokeren BeOv	geld	ɣælt
Lokeren BeOv	gerst	ɣeəstə
Lokeren BeOv	glazen	ɣloəzən
Lokeren BeOv	god	ɣot
Lokeren BeOv	goud	ɣɑt
Lokeren BeOv	graven	ɣrɔvən
Lokeren BeOv	gras	ɣɑs
Lokeren BeOv	haken	ɔkən
Lokeren BeOv	hanen	oənən
Lokeren BeOv	haast	ɔstə
Lokeren BeOv	handen	ɑndən
Lokeren BeOv	haver	ɔvərə
Lokeren BeOv	heren	iərən
Lokeren BeOv	hemden	ændəs
Lokeren BeOv	hemel	emələ
Lokeren BeOv	hengsten	eŋstən
Lokeren BeOv	hoeden	un
Lokeren BeOv	holen	olən
Lokeren BeOv	honden	ondən
Lokeren BeOv	honger	oŋərə
Lokeren BeOv	hooi	o
Lokeren BeOv	hopen	yəpən
Lokeren BeOv	hoop (espoir)	op
Lokeren BeOv	horens	yərnəs
Lokeren BeOv	huizen	œzən
Lokeren BeOv	jongen	joŋən
Lokeren BeOv	kaas	koəs
Lokeren BeOv	kaf	kɑf
Lokeren BeOv	kalveren	kolvərs
Lokeren BeOv	kammen (1)	kɑmən
Lokeren BeOv	kamers	kɔmərs
Lokeren BeOv	kanten	kɑntn
Lokeren BeOv	karren	kɑrən
Lokeren BeOv	kasten	kɑsən
Lokeren BeOv	katten	kɑtən
Lokeren BeOv	kermis	keərmɑsə
Lokeren BeOv	kersen	kɑzən
Lokeren BeOv	kervel	keərvələ
Lokeren BeOv	kinderen	kendərs
Lokeren BeOv	klaver	klɔvər
Lokeren BeOv	kleden	kliərn
Lokeren BeOv	klederen	
Lokeren BeOv	knechten	knæxtən
Lokeren BeOv	knieen	knin
Lokeren BeOv	koeien	kun
Lokeren BeOv	kommen	komən
Lokeren BeOv	konijnen	kərnɛn
Lokeren BeOv	koorts	korsəs
Lokeren BeOv	koper	kopərə
Lokeren BeOv	kousen	kɑsən
Lokeren BeOv	kramp	krɑmpə
Lokeren BeOv	lammeren	
Lokeren BeOv	lampen	lɑmpən
Lokeren BeOv	latten	lɑtən
Lokeren BeOv	leem	liəm
Lokeren BeOv	leugens	løɣəs
Lokeren BeOv	leden	ledən
Lokeren BeOv	liederen	
Lokeren BeOv	lijken	lɛkən
Lokeren BeOv	lucht	lœxt
Lokeren BeOv	magen	mɔɣən
Lokeren BeOv	maanden	moəndən
Lokeren BeOv	maten	moətn
Lokeren BeOv	marmer	meərmərə
Lokeren BeOv	mazelen	moəzələn
Lokeren BeOv	mei	mɛ
Lokeren BeOv	melk	maɫk
Lokeren BeOv	merg	meərx
Lokeren BeOv	meid	əmɛsən
Lokeren BeOv	meubels	møbəls
Lokeren BeOv	modder	morə
Lokeren BeOv	moes	mʉs
Lokeren BeOv	mossels	mosəls
Lokeren BeOv	muizen	mœzn
Lokeren BeOv	muren	myrən
Lokeren BeOv	naalden	nɔldən
Lokeren BeOv	negers	neɣərs
Lokeren BeOv	noten	notən
Lokeren BeOv	ogen	yəɣən
Lokeren BeOv	oogst	ʉst
Lokeren BeOv	paarden	peərdən
Lokeren BeOv	paden	
Lokeren BeOv	padden	pɑdən
Lokeren BeOv	Pasen	poəsən
Lokeren BeOv	peren	peərən
Lokeren BeOv	pekel	pekələ
Lokeren BeOv	peper	pepərə
Lokeren BeOv	pijpen	pɛpən
Lokeren BeOv	planken	plɑŋkən
Lokeren BeOv	pleinen	plɛnən
Lokeren BeOv	ploegen (werktuig)	plʉɣən
Lokeren BeOv	potten	potən
Lokeren BeOv	regen	reɣənə
Lokeren BeOv	ribben	rævən
Lokeren BeOv	riet	rit
Lokeren BeOv	rijst	rɛs
Lokeren BeOv	ringen	reŋən
Lokeren BeOv	rogge	roɣə
Lokeren BeOv	rokken	rokən
Lokeren BeOv	rondes	rondən
Lokeren BeOv	rook	ryək
Lokeren BeOv	runderen	rændərs
Lokeren BeOv	ruzies	
Lokeren BeOv	sap	zɑp
Lokeren BeOv	saus	sɔsə
Lokeren BeOv	schapen	sxɔpən
Lokeren BeOv	schade	sxɔ
Lokeren BeOv	schimmel	sxæmələ
Lokeren BeOv	schepen	sxepən
Lokeren BeOv	schoenen	sxʉnən
Lokeren BeOv	scholen	sxol
Lokeren BeOv	schuld	sxolt
Lokeren BeOv	slijm	slɛm
Lokeren BeOv	smeden	smen
Lokeren BeOv	sneeuw	sniə
Lokeren BeOv	soep	sʉpə
Lokeren BeOv	spelden	
Lokeren BeOv	sport (spel)	sport
Lokeren BeOv	stallen	stɑlən
Lokeren BeOv	stenen	stiənən
Lokeren BeOv	stoelen	stylən
Lokeren BeOv	stof (huisvuil)	stof
Lokeren BeOv	stokken	stokən
Lokeren BeOv	straten	stroətən
Lokeren BeOv	strepen	strepən
Lokeren BeOv	suiker	sœkərə
Lokeren BeOv	taarten	turtən
Lokeren BeOv	tafels	tɔfəls
Lokeren BeOv	takken	tɑkən
Lokeren BeOv	tanden	tɑndən
Lokeren BeOv	tangen	tɑŋən
Lokeren BeOv	tantes	tɑntən
Lokeren BeOv	tarwe	teərvə
Lokeren BeOv	tenen	tiənən
Lokeren BeOv	torens	torəns
Lokeren BeOv	tralies	trɔlən
Lokeren BeOv	trams	trɑms
Lokeren BeOv	treinen	trɛns
Lokeren BeOv	twijfel	twɛfələ
Lokeren BeOv	uilen	œlən
Lokeren BeOv	vader	vɔdərə
Lokeren BeOv	vaten	voətən
Lokeren BeOv	verf	veərvə
Lokeren BeOv	vesten	væstən
Lokeren BeOv	veulens	vøləs
Lokeren BeOv	vijgen	vɛɣən
Lokeren BeOv	vingers	veŋərs
Lokeren BeOv	vissen	vɛsən
Lokeren BeOv	vlaggen	vlɑɣən
Lokeren BeOv	vlas	vlɑs
Lokeren BeOv	vlees	vliəs
Lokeren BeOv	vlooien	vlon
Lokeren BeOv	vloeken	vlʉkən
Lokeren BeOv	voeten	vutən
Lokeren BeOv	vogels	vøɣəls
Lokeren BeOv	volk	volk
Lokeren BeOv	vuur	vir
Lokeren BeOv	wafels	wɔfəls
Lokeren BeOv	wegen (1)	weɣən
Lokeren BeOv	wijven	wɛvən
Lokeren BeOv	wijn	wɛn
Lokeren BeOv	wol	wolə
Lokeren BeOv	woorden	wordən
Lokeren BeOv	zakken	zɑkən
Lokeren BeOv	zand	zɑnt
Lokeren BeOv	zee	ziə
Lokeren BeOv	zeep	ziəpə
Lokeren BeOv	zeilen	zɛlən
Lokeren BeOv	ziektes	ziktən
Lokeren BeOv	zonen	zøns
Lokeren BeOv	aardig	oərdəx
Lokeren BeOv	arm	eərmə
Lokeren BeOv	bezig	bezəx
Lokeren BeOv	bitter	bɛtərə
Lokeren BeOv	blauw	blɑt
Lokeren BeOv	bleek	bliək
Lokeren BeOv	blind	blænt
Lokeren BeOv	blond	blont
Lokeren BeOv	braaf	brɔvə
Lokeren BeOv	breed	briət
Lokeren BeOv	bruin	brœn
Lokeren BeOv	diep	dip
Lokeren BeOv	dik	dɛkə
Lokeren BeOv	dol	dol
Lokeren BeOv	donker	doŋkərə
Lokeren BeOv	doof	dyəf
Lokeren BeOv	droog	dryəɣə
Lokeren BeOv	dubbel	dobələ
Lokeren BeOv	dun	dønə
Lokeren BeOv	duur	dirə
Lokeren BeOv	echt	æxt
Lokeren BeOv	eigen	ɛɣən
Lokeren BeOv	enkel	eŋkələ
Lokeren BeOv	fel	fal
Lokeren BeOv	fijn	fɛn
Lokeren BeOv	flauw	flɑ
Lokeren BeOv	geel	ɣeəɫ
Lokeren BeOv	gewoon	ɣəwyən
Lokeren BeOv	goed	ɣut
Lokeren BeOv	gouden	ɣɑn
Lokeren BeOv	grijs	ɣrɛs
Lokeren BeOv	groen	ɣryn
Lokeren BeOv	grof	ɣrof
Lokeren BeOv	groot	ɣryət
Lokeren BeOv	haastig	ɔstəx
Lokeren BeOv	half	ɑɫf
Lokeren BeOv	hard	ært
Lokeren BeOv	heel	ɣiəl
Lokeren BeOv	heet	iət
Lokeren BeOv	heilig	ɛləx
Lokeren BeOv	hol	oɫ
Lokeren BeOv	hoog	yəɣə
Lokeren BeOv	jong	joŋ
Lokeren BeOv	juist	ʒyst
Lokeren BeOv	kalm	kɑlmə
Lokeren BeOv	klein	klɛn
Lokeren BeOv	koel	kʉl
Lokeren BeOv	kort	kort
Lokeren BeOv	koud	kɑt
Lokeren BeOv	kreupel	krøpələ
Lokeren BeOv	krom	krom
Lokeren BeOv	kwaad	kwoət
Lokeren BeOv	laag	liəɣə
Lokeren BeOv	laat	loətə
Lokeren BeOv	lam	lɑm
Lokeren BeOv	lang	lɑŋk
Lokeren BeOv	lastig	lɑstəx
Lokeren BeOv	ledig	lex
Lokeren BeOv	licht	løxtə
Lokeren BeOv	lomp	lomp
Lokeren BeOv	lui	lœ
Lokeren BeOv	mager	mɔɣərə
Lokeren BeOv	moe	mu
Lokeren BeOv	mogelijk	møɣələk
Lokeren BeOv	nat	nɑt
Lokeren BeOv	nieuw	nif
Lokeren BeOv	open	opən
Lokeren BeOv	oud	ɑt
Lokeren BeOv	proper	propərə
Lokeren BeOv	raar	roəl
Lokeren BeOv	recht	ræxtə
Lokeren BeOv	rijk	rɛkə
Lokeren BeOv	rijp	rɛpə
Lokeren BeOv	rond	ront
Lokeren BeOv	rood	ryət
Lokeren BeOv	scheef	sxiəf
Lokeren BeOv	scheel	sxel
Lokeren BeOv	scherp	sxeərp
Lokeren BeOv	schoon	sxøənə
Lokeren BeOv	schuw	sxɔ
Lokeren BeOv	simpel	sɛmpələ
Lokeren BeOv	slecht	slæxt
Lokeren BeOv	slim	slɛm
Lokeren BeOv	smal	smɑl
Lokeren BeOv	stijf	stɛf
Lokeren BeOv	stil	stol
Lokeren BeOv	stom	stom
Lokeren BeOv	stout	stɑt
Lokeren BeOv	taai	toə
Lokeren BeOv	tam	tɑm
Lokeren BeOv	traag	trɔɣə
Lokeren BeOv	vals	vɑls
Lokeren BeOv	vast	vɑstə
Lokeren BeOv	veel	velə
Lokeren BeOv	meer	miər
Lokeren BeOv	ver	vɔrə
Lokeren BeOv	vers	vɑs
Lokeren BeOv	vet	væt
Lokeren BeOv	vol	vol
Lokeren BeOv	vreemd	vrænt
Lokeren BeOv	vrij	vrɛ
Lokeren BeOv	vroeg	vrʉx
Lokeren BeOv	vuil	vœl
Lokeren BeOv	warm	weərəmə
Lokeren BeOv	weinig	wɛnəx
Lokeren BeOv	wijd	wɛt
Lokeren BeOv	wild	wolt
Lokeren BeOv	wit	wɛt
Lokeren BeOv	zacht	zɑxtə
Lokeren BeOv	zeker	zekərə
Lokeren BeOv	ziek	zik
Lokeren BeOv	zilveren	zolvərən
Lokeren BeOv	zoet	zutə
Lokeren BeOv	zout	zɑt
Lokeren BeOv	zuur	zyr
Lokeren BeOv	zwaar	zwoər
Lokeren BeOv	zwart	zwɑrt
Lokeren BeOv	bakken	bɑkən
Lokeren BeOv	barsten	bostən
Lokeren BeOv	beginnen	bəɣɛnən
Lokeren BeOv	beven	bevən
Lokeren BeOv	bidden	bɛdn
Lokeren BeOv	bijten	bɛtən
Lokeren BeOv	binden	bɛnən
Lokeren BeOv	blazen	bloəzən
Lokeren BeOv	blijven	blɛvən
Lokeren BeOv	bloeden	blun
Lokeren BeOv	bloeien	bluən
Lokeren BeOv	blozen	bløzn
Lokeren BeOv	boren	byərn
Lokeren BeOv	bouwen	bɑn
Lokeren BeOv	braden	broən
Lokeren BeOv	branden	brɑn
Lokeren BeOv	breien	brɛn
Lokeren BeOv	brengen	breŋən
Lokeren BeOv	buigen	bœɣən
Lokeren BeOv	dansen	dɑnsən
Lokeren BeOv	denken	deəŋkən
Lokeren BeOv	dienen	dinən
Lokeren BeOv	dooien	doən
Lokeren BeOv	dopen	dyəpən
Lokeren BeOv	dorsen	dœsən
Lokeren BeOv	draaien	droən
Lokeren BeOv	dragen	drɔɣən
Lokeren BeOv	dreigen	driəɣən
Lokeren BeOv	drinken	dreiŋkən
Lokeren BeOv	dromen	dryəmən
Lokeren BeOv	durven	dørvən
Lokeren BeOv	duwen	dɔɣən
Lokeren BeOv	eten	etən
Lokeren BeOv	gaan	ɣɔənə
Lokeren BeOv	gapen	ɣɔpən
Lokeren BeOv	gebruiken	ɣəbrœkən
Lokeren BeOv	geloven	ɣəlyəvən
Lokeren BeOv	geraken	ɣərɔkən
Lokeren BeOv	geven	ɣevən
Lokeren BeOv	halen	ɔlən
Lokeren BeOv	hangen	ɑŋən
Lokeren BeOv	heffen	æfən
Lokeren BeOv	helpen	ælpən
Lokeren BeOv	heten	iətən
Lokeren BeOv	hoesten	ustən
Lokeren BeOv	horen	yərən
Lokeren BeOv	houden	ɑn
Lokeren BeOv	jagen	jɔɣən
Lokeren BeOv	jeuken	iəkən
Lokeren BeOv	kammen (2)	kɑmən
Lokeren BeOv	kennen	kænən
Lokeren BeOv	keuren	kørən
Lokeren BeOv	kiezen	kizən
Lokeren BeOv	kijken	kɛkən
Lokeren BeOv	kloppen (1)	klopən
Lokeren BeOv	kneden	knen
Lokeren BeOv	koken	kokən
Lokeren BeOv	komen	komən
Lokeren BeOv	kopen	kyəpən
Lokeren BeOv	kraken	krɔkən
Lokeren BeOv	krijgen	krɛɣən
Lokeren BeOv	krimpen	kræmpən
Lokeren BeOv	kruipen	krœpən
Lokeren BeOv	lachen	lɑxən
Lokeren BeOv	laten	loətən
Lokeren BeOv	leggen	læɣən
Lokeren BeOv	leren	liərən
Lokeren BeOv	leunen	lønən
Lokeren BeOv	lezen	lezən
Lokeren BeOv	liggen	lɛɣən
Lokeren BeOv	likken	lækən
Lokeren BeOv	lopen	lyəpən
Lokeren BeOv	luiden	lœn
Lokeren BeOv	luisteren	lœstərən
Lokeren BeOv	maken	mɔkən
Lokeren BeOv	menen	miənən
Lokeren BeOv	metselen	mætsəln
Lokeren BeOv	missen	mɛsən
Lokeren BeOv	moeten	mʉtn
Lokeren BeOv	mogen	møɣən
Lokeren BeOv	noemen	nʉmən
Lokeren BeOv	pellen	palən
Lokeren BeOv	piepen	pipən
Lokeren BeOv	proeven	prʉvən
Lokeren BeOv	raden	roən
Lokeren BeOv	redden	rɛdən
Lokeren BeOv	rekken	rækən
Lokeren BeOv	rijden	rɛn
Lokeren BeOv	roepen	rʉpən
Lokeren BeOv	roeren	rurən
Lokeren BeOv	ruiken	rikən
Lokeren BeOv	schaven	sxɔvən
Lokeren BeOv	scheiden	sxiən
Lokeren BeOv	scheppen	sxæpən
Lokeren BeOv	scheren	sxeərən
Lokeren BeOv	schieten	sxitən
Lokeren BeOv	schrijven	sxrɛvən
Lokeren BeOv	schudden	sxødən
Lokeren BeOv	schuiven	sxœvən
Lokeren BeOv	schuren	sxyrən
Lokeren BeOv	slaan	slɔɣən
Lokeren BeOv	slijpen	slɛpən
Lokeren BeOv	sluiten	slœtən
Lokeren BeOv	smelten	smæltn
Lokeren BeOv	smeren	smeərn
Lokeren BeOv	sneeuwen	sniən
Lokeren BeOv	slapen	slɔpən
Lokeren BeOv	spannen	spɑnən
Lokeren BeOv	sparen	spoərən
Lokeren BeOv	spartelen	spɑrtəl
Lokeren BeOv	spelen	spelən
Lokeren BeOv	spreken	sprekən
Lokeren BeOv	springen	spreŋən
Lokeren BeOv	spuiten	spiətn
Lokeren BeOv	staan	stɔənə
Lokeren BeOv	stampen	stɑmpən
Lokeren BeOv	steken	stekən
Lokeren BeOv	stelen	stelən
Lokeren BeOv	sterven	steərvən
Lokeren BeOv	strooien	struən
Lokeren BeOv	sturen (zenden)	styrn
Lokeren BeOv	tellen	talən
Lokeren BeOv	temmen	tæmən
Lokeren BeOv	timmeren	tæmərən
Lokeren BeOv	treffen	træfən
Lokeren BeOv	trouwen	trɑn
Lokeren BeOv	vallen	vɑlən
Lokeren BeOv	vangen	vɑŋən
Lokeren BeOv	varen	veərən
Lokeren BeOv	vechten	væxtn
Lokeren BeOv	vieren	virn
Lokeren BeOv	vinden	vɛnən
Lokeren BeOv	vliegen	vliɣən
Lokeren BeOv	voegen	vuɣən
Lokeren BeOv	voelen	vulən
Lokeren BeOv	volgen	volɣən
Lokeren BeOv	vragen	vrɔɣən
Lokeren BeOv	vriezen	vrizn
Lokeren BeOv	vrijen	vrɛn
Lokeren BeOv	wachten	wɑxtn
Lokeren BeOv	wassen	wɑsən
Lokeren BeOv	wegen (2)	weɣən
Lokeren BeOv	weken	wiəkən
Lokeren BeOv	wensen	wænsən
Lokeren BeOv	werken	weərkən
Lokeren BeOv	weten	wetən
Lokeren BeOv	wieden	win
Lokeren BeOv	willen	wolən
Lokeren BeOv	winnen	wɛnən
Lokeren BeOv	wippen	wœpən
Lokeren BeOv	wonen	wønən
Lokeren BeOv	worden	worən
Lokeren BeOv	wrijven	vrɛvən
Lokeren BeOv	zeggen	zaɣən
Lokeren BeOv	zetten	zætən
Lokeren BeOv	zien	zin
Lokeren BeOv	zuigen	zœɣən
Lokeren BeOv	zitten	zetən
Lokeren BeOv	zoeken	zʉkən
Lokeren BeOv	zorgen	zœrɣən
Lokeren BeOv	zouten	zɔtən
Lokeren BeOv	zuchten	zøxtən
Lokeren BeOv	zwellen	zwalən
Lokeren BeOv	zwemmen	zwæmən
Lokeren BeOv	geweest	ɣəwest
Lokeren BeOv	zijn	zɛn
Lokeren BeOv	gehad	ɣɑtə
Lokeren BeOv	hebben	æn
Lokeren BeOv	doen	dʉn
Lokeren BeOv	kloppen (2)	klopən
Lokeren BeOv	leven	levən
Lokeren BeOv	breken	brekən
Lokeren BeOv	zwijgen	zwɛɣən
Lokeren BeOv	af	ɑf
Lokeren BeOv	acht	ɑxtə
Lokeren BeOv	achter	ɑxtərə
Lokeren BeOv	anders	ɑndərs
Lokeren BeOv	best (bijw)	bæst
Lokeren BeOv	bij (vz)	bɛ
Lokeren BeOv	boven	bovən
Lokeren BeOv	buiten	bœtən
Lokeren BeOv	derde	dardə
Lokeren BeOv	dinsdag	dɛsndɑx
Lokeren BeOv	donderdag	dondərdɑx
Lokeren BeOv	door	dørə
Lokeren BeOv	drie	drɛə
Lokeren BeOv	duizend	dyst
Lokeren BeOv	elf	alvə
Lokeren BeOv	gaarne	ɣeərn
Lokeren BeOv	genoeg	ɣənʉx
Lokeren BeOv	gisteren	ɣɛstərən
Lokeren BeOv	hier	ir
Lokeren BeOv	maandag	moəndɑx
Lokeren BeOv	maart	meərtə
Lokeren BeOv	morgen (demain)	morɣən
Lokeren BeOv	negen	neɣənə
Lokeren BeOv	nog	nox
Lokeren BeOv	noorden	nordn
Lokeren BeOv	nu	nɔ
Lokeren BeOv	om	om
Lokeren BeOv	ons	ons
Lokeren BeOv	ook	okə
Lokeren BeOv	oosten	yəstn
Lokeren BeOv	op	op
Lokeren BeOv	over	ovərə
Lokeren BeOv	tegen	teɣən
Lokeren BeOv	tien	tinə
Lokeren BeOv	tussen	tœsən
Lokeren BeOv	twaalf	twolvə
Lokeren BeOv	twee	twiə
Lokeren BeOv	tweede	twedə
Lokeren BeOv	twintig	twɛntəx
Lokeren BeOv	veertig	tfeətəx
Lokeren BeOv	vier	virə
Lokeren BeOv	vijf	vɛvə
Lokeren BeOv	vijftig	tfɛftəx
Lokeren BeOv	voor	vør
Lokeren BeOv	vrijdag	vrɛdɑx
Lokeren BeOv	weer	wer
Lokeren BeOv	weg	wæx
Lokeren BeOv	woensdag	wøzdɑx
Lokeren BeOv	zaterdag	zɔtərdɑx
Lokeren BeOv	zelf	zælvə
Lokeren BeOv	zes	zæsə
Lokeren BeOv	zeven	zevən
Lokeren BeOv	zeventig	tsevəntəx
Lokeren BeOv	zondag	zondɑx
Lokeren BeOv	zonder	zondərə
Lommel BeLb	aarde	ɛijər
Lommel BeLb	adem	osəm
Lommel BeLb	appels	ɑpəls
Lommel BeLb	armen	ærəm
Lommel BeLb	auto's	ɔtos
Lommel BeLb	baarden	bɔrdən
Lommel BeLb	bedden	bɛdən
Lommel BeLb	benen	bein
Lommel BeLb	beenderen	
Lommel BeLb	beren (wild)	bɛrən
Lommel BeLb	beurzen	bøzən
Lommel BeLb	bezems	bɛsəms
Lommel BeLb	bier	bir
Lommel BeLb	bijen	biən
Lommel BeLb	bladen	blɔr
Lommel BeLb	bladeren	blɔr
Lommel BeLb	bokken	boʔən
Lommel BeLb	bomen	beøm
Lommel BeLb	bonen	bɔɲən
Lommel BeLb	boter	botər
Lommel BeLb	broeken	boksən
Lommel BeLb	broers	bryrs
Lommel BeLb	broden	brøi
Lommel BeLb	dagen	dɑx
Lommel BeLb	daken	dɑʔən
Lommel BeLb	damp	
Lommel BeLb	darmen	dærəm
Lommel BeLb	deeg	deix
Lommel BeLb	deuren	dørən
Lommel BeLb	dingen	deŋs
Lommel BeLb	dieven	divən
Lommel BeLb	dochters	dɔxtərs
Lommel BeLb	doeken	duʔən
Lommel BeLb	donder	dondər
Lommel BeLb	dorst	dost
Lommel BeLb	draden	drœi
Lommel BeLb	duiven	əndœyf
Lommel BeLb	dweilen	dwæls
Lommel BeLb	eeuwen	ewən
Lommel BeLb	eieren	ɑn
Lommel BeLb	einde	ətæn
Lommel BeLb	engelen	nɛŋələn
Lommel BeLb	ezels	ezəls
Lommel BeLb	flessen	flæsən
Lommel BeLb	fruit	frœyt
Lommel BeLb	gal	ɣɑl
Lommel BeLb	ganzen	ɣɑnzən
Lommel BeLb	geld	ɣælt
Lommel BeLb	gerst	ɣærst
Lommel BeLb	glazen	ɣlouzə
Lommel BeLb	god	ɣɔt
Lommel BeLb	goud	ɣɑt
Lommel BeLb	graven	ɣrɑvən
Lommel BeLb	gras	ɣrɑs
Lommel BeLb	haken	ɦɑʔən
Lommel BeLb	hanen	ɦɔnən
Lommel BeLb	haast	ɦɔst
Lommel BeLb	handen	ɦɑn
Lommel BeLb	haver	ɦɑvər
Lommel BeLb	heren	ɦeirə
Lommel BeLb	hemden	ɦɛmən
Lommel BeLb	hemel	nənɦemel
Lommel BeLb	hengsten	ɦɛŋkstən
Lommel BeLb	hoeden	ɦyi
Lommel BeLb	holen	ɦɔlən
Lommel BeLb	honden	ɦøn
Lommel BeLb	honger	ɦoŋər
Lommel BeLb	hooi	ɦoi
Lommel BeLb	hopen	ɦøyp
Lommel BeLb	hoop (espoir)	ɦop
Lommel BeLb	horens	ɦorəs
Lommel BeLb	huizen	ɦœys
Lommel BeLb	jongen	joŋ
Lommel BeLb	kaas	kɛs
Lommel BeLb	kaf	kɑf
Lommel BeLb	kalveren	kɑləvən
Lommel BeLb	kammen (1)	kɑmən
Lommel BeLb	kamers	kamərs
Lommel BeLb	kanten	kɑn
Lommel BeLb	karren	kɑrən
Lommel BeLb	kasten	kɑsən
Lommel BeLb	katten	kɑtən
Lommel BeLb	kermis	kɛrəmes
Lommel BeLb	kersen	keəzən
Lommel BeLb	kervel	kærəvəl
Lommel BeLb	kinderen	kendər
Lommel BeLb	klaver	klɛvər
Lommel BeLb	kleden	kleir
Lommel BeLb	klederen	
Lommel BeLb	knechten	knæxtə
Lommel BeLb	knieen	kniən
Lommel BeLb	koeien	kui
Lommel BeLb	kommen	komən
Lommel BeLb	konijnen	kənɛinən
Lommel BeLb	koorts	kɔrs
Lommel BeLb	koper	kopər
Lommel BeLb	kousen	kɑsən
Lommel BeLb	kramp	krɑmp
Lommel BeLb	lammeren	læmən
Lommel BeLb	lampen	lɑmpən
Lommel BeLb	latten	lɑtən
Lommel BeLb	leem	lem
Lommel BeLb	leugens	løɣəs
Lommel BeLb	leden	ledə
Lommel BeLb	liederen	
Lommel BeLb	lijken	lɛiʔən
Lommel BeLb	lucht	dəloxt
Lommel BeLb	magen	mɑɣən
Lommel BeLb	maanden	mɔɲ
Lommel BeLb	maten	mɔtə
Lommel BeLb	marmer	mɑrəmər
Lommel BeLb	mazelen	mɔœzələn
Lommel BeLb	mei	mɑi
Lommel BeLb	melk	mælək
Lommel BeLb	merg	mærex
Lommel BeLb	meid	ənmɛit
Lommel BeLb	meubels	møbəls
Lommel BeLb	modder	mɔdər
Lommel BeLb	moes	
Lommel BeLb	mossels	mɔsəls
Lommel BeLb	muizen	mœyzən
Lommel BeLb	muren	myrən
Lommel BeLb	naalden	nɔlən
Lommel BeLb	negers	neɣərs
Lommel BeLb	noten	notən
Lommel BeLb	ogen	oɣən
Lommel BeLb	oogst	dənɔst
Lommel BeLb	paarden	pɛiər
Lommel BeLb	paden	pɑdən
Lommel BeLb	padden	pɑdən
Lommel BeLb	Pasen	pɔsə
Lommel BeLb	peren	pɛrən
Lommel BeLb	pekel	peʔəl
Lommel BeLb	peper	pæpər
Lommel BeLb	pijpen	pɛipən
Lommel BeLb	planken	plɑŋʔən
Lommel BeLb	pleinen	plɛinən
Lommel BeLb	ploegen (werktuig)	pluɣən
Lommel BeLb	potten	pɔtən
Lommel BeLb	regen	rɛɣən
Lommel BeLb	ribben	rebən
Lommel BeLb	riet	rit
Lommel BeLb	rijst	rɛist
Lommel BeLb	ringen	reŋən
Lommel BeLb	rogge	
Lommel BeLb	rokken	rɔkʔən
Lommel BeLb	rondes	rondəs
Lommel BeLb	rook	
Lommel BeLb	runderen	røndərn
Lommel BeLb	ruzies	ryzis
Lommel BeLb	sap	sɑp
Lommel BeLb	saus	sɑus
Lommel BeLb	schapen	sxɑp
Lommel BeLb	schade	sxɔi
Lommel BeLb	schimmel	sximəl
Lommel BeLb	schepen	sxep
Lommel BeLb	schoenen	sxuŋ
Lommel BeLb	scholen	sxolən
Lommel BeLb	schuld	sxølt
Lommel BeLb	slijm	slɛim
Lommel BeLb	smeden	smei
Lommel BeLb	sneeuw	sneøw
Lommel BeLb	soep	sup
Lommel BeLb	spelden	spælən
Lommel BeLb	sport (spel)	spɔrt
Lommel BeLb	stallen	stɑlən
Lommel BeLb	stenen	stein
Lommel BeLb	stoelen	stulən
Lommel BeLb	stof (huisvuil)	stɔf
Lommel BeLb	stokken	stɔʔən
Lommel BeLb	straten	stroɔtən
Lommel BeLb	strepen	strepən
Lommel BeLb	suiker	sœyʔər
Lommel BeLb	taarten	
Lommel BeLb	tafels	tofəls
Lommel BeLb	takken	tɑʔən
Lommel BeLb	tanden	tɑn
Lommel BeLb	tangen	tɑŋən
Lommel BeLb	tantes	tɑntəs
Lommel BeLb	tarwe	tærəf
Lommel BeLb	tenen	tein
Lommel BeLb	torens	tourəs
Lommel BeLb	tralies	trɑlis
Lommel BeLb	trams	trɑms
